userId,n_ratings,n_sessions,n_multi_sessions,max_session_size,mean_session_size,frac_in_multi
37464,303,48,21,72,6.312,0.9109
37465,116,4,4,48,29.0,1.0
37466,74,1,1,74,74.0,1.0
37467,36,3,3,19,12.0,1.0
37468,80,3,2,64,26.667,0.9875
37469,88,10,8,49,8.8,0.9773
37470,49,1,1,49,49.0,1.0
37471,34,3,2,17,11.333,0.9706
37472,191,3,3,139,63.667,1.0
37473,21,1,1,21,21.0,1.0
37474,482,32,22,128,15.062,0.9793
37475,28,1,1,28,28.0,1.0
37476,24,1,1,24,24.0,1.0
37477,71,1,1,71,71.0,1.0
37478,45,6,4,25,7.5,0.9556
37479,404,8,8,230,50.5,1.0
37480,88,1,1,88,88.0,1.0
37481,100,1,1,100,100.0,1.0
37482,40,2,2,24,20.0,1.0
37483,28,2,2,22,14.0,1.0
37484,311,1,1,311,311.0,1.0
37485,53,1,1,53,53.0,1.0
37486,23,1,1,23,23.0,1.0
37487,35,1,1,35,35.0,1.0
37488,307,5,5,217,61.4,1.0
37489,110,4,3,64,27.5,0.9909
37490,51,1,1,51,51.0,1.0
37491,85,1,1,85,85.0,1.0
37492,20,1,1,20,20.0,1.0
37493,70,2,2,37,35.0,1.0
37494,106,12,4,80,8.833,0.9245
37495,126,1,1,126,126.0,1.0
37496,25,1,1,25,25.0,1.0
37497,356,3,3,153,118.667,1.0
37498,58,1,1,58,58.0,1.0
37499,26,1,1,26,26.0,1.0
37500,22,1,1,22,22.0,1.0
37501,69,1,1,69,69.0,1.0
37502,44,3,3,36,14.667,1.0
37503,287,9,7,201,31.889,0.993
37504,41,3,2,38,13.667,0.9756
37505,25,1,1,25,25.0,1.0
37506,63,2,2,51,31.5,1.0
37507,65,2,2,57,32.5,1.0
37508,451,2,2,247,225.5,1.0
37509,136,1,1,136,136.0,1.0
37510,28,1,1,28,28.0,1.0
37511,26,1,1,26,26.0,1.0
37512,41,1,1,41,41.0,1.0
37513,60,1,1,60,60.0,1.0
37514,262,23,12,103,11.391,0.958
37515,252,5,5,136,50.4,1.0
37516,24,2,1,23,12.0,0.9583
37517,180,1,1,180,180.0,1.0
37518,154,1,1,154,154.0,1.0
37519,214,2,2,192,107.0,1.0
37520,244,1,1,244,244.0,1.0
37521,35,1,1,35,35.0,1.0
37522,100,1,1,100,100.0,1.0
37523,164,1,1,164,164.0,1.0
37524,100,1,1,100,100.0,1.0
37525,262,4,2,254,65.5,0.9924
37526,336,4,4,240,84.0,1.0
37527,69,1,1,69,69.0,1.0
37528,25,1,1,25,25.0,1.0
37529,25,2,2,21,12.5,1.0
37530,1444,97,64,170,14.887,0.9771
37531,32,1,1,32,32.0,1.0
37532,572,50,32,113,11.44,0.9685
37533,35,1,1,35,35.0,1.0
37534,478,90,46,40,5.311,0.9079
37535,77,5,3,60,15.4,0.974
37536,265,14,10,162,18.929,0.9849
37537,84,2,2,70,42.0,1.0
37538,26,1,1,26,26.0,1.0
37539,54,3,3,33,18.0,1.0
37540,205,11,9,55,18.636,0.9902
37541,48,4,4,35,12.0,1.0
37542,65,8,6,36,8.125,0.9692
37543,33,1,1,33,33.0,1.0
37544,183,2,2,165,91.5,1.0
37545,272,1,1,272,272.0,1.0
37546,264,1,1,264,264.0,1.0
37547,815,126,83,207,6.468,0.9472
37548,25,1,1,25,25.0,1.0
37549,27,1,1,27,27.0,1.0
37550,110,1,1,110,110.0,1.0
37551,67,1,1,67,67.0,1.0
37552,65,1,1,65,65.0,1.0
37553,59,2,2,47,29.5,1.0
37554,123,2,2,120,61.5,1.0
37555,53,2,2,48,26.5,1.0
37556,102,1,1,102,102.0,1.0
37557,51,1,1,51,51.0,1.0
37558,109,2,2,70,54.5,1.0
37559,125,1,1,125,125.0,1.0
37560,116,6,6,83,19.333,1.0
37561,34,1,1,34,34.0,1.0
37562,30,1,1,30,30.0,1.0
37563,40,1,1,40,40.0,1.0
37564,46,1,1,46,46.0,1.0
37565,20,1,1,20,20.0,1.0
37566,50,2,2,47,25.0,1.0
37567,141,9,7,101,15.667,0.9858
37568,53,2,2,43,26.5,1.0
37569,36,2,2,23,18.0,1.0
37570,68,1,1,68,68.0,1.0
37571,107,1,1,107,107.0,1.0
37572,131,2,2,88,65.5,1.0
37573,617,10,10,259,61.7,1.0
37574,65,1,1,65,65.0,1.0
37575,135,1,1,135,135.0,1.0
37576,38,1,1,38,38.0,1.0
37577,801,5,5,265,160.2,1.0
37578,160,2,2,109,80.0,1.0
37579,88,1,1,88,88.0,1.0
37580,261,3,3,175,87.0,1.0
37581,141,1,1,141,141.0,1.0
37582,26,3,3,22,8.667,1.0
37583,22,1,1,22,22.0,1.0
37584,43,1,1,43,43.0,1.0
37585,825,36,28,305,22.917,0.9903
37586,20,1,1,20,20.0,1.0
37587,53,2,1,52,26.5,0.9811
37588,39,1,1,39,39.0,1.0
37589,57,1,1,57,57.0,1.0
37590,71,11,8,17,6.455,0.9577
37591,530,7,6,323,75.714,0.9981
37592,63,1,1,63,63.0,1.0
37593,107,18,11,26,5.944,0.9346
37594,84,1,1,84,84.0,1.0
37595,98,4,4,41,24.5,1.0
37596,67,1,1,67,67.0,1.0
37597,82,1,1,82,82.0,1.0
37598,49,2,2,30,24.5,1.0
37599,40,1,1,40,40.0,1.0
37600,138,4,4,62,34.5,1.0
37601,64,1,1,64,64.0,1.0
37602,51,1,1,51,51.0,1.0
37603,74,2,2,71,37.0,1.0
37604,112,3,3,85,37.333,1.0
37605,27,1,1,27,27.0,1.0
37606,23,1,1,23,23.0,1.0
37607,26,1,1,26,26.0,1.0
37608,44,2,2,33,22.0,1.0
37609,27,1,1,27,27.0,1.0
37610,21,2,2,19,10.5,1.0
37611,29,1,1,29,29.0,1.0
37612,44,1,1,44,44.0,1.0
37613,59,2,2,56,29.5,1.0
37614,48,2,2,40,24.0,1.0
37615,27,1,1,27,27.0,1.0
37616,70,1,1,70,70.0,1.0
37617,47,1,1,47,47.0,1.0
37618,587,4,4,294,146.75,1.0
37619,144,5,3,71,28.8,0.9861
37620,23,2,2,15,11.5,1.0
37621,149,2,2,122,74.5,1.0
37622,332,1,1,332,332.0,1.0
37623,1236,27,23,310,45.778,0.9968
37624,79,2,2,51,39.5,1.0
37625,50,3,3,35,16.667,1.0
37626,102,1,1,102,102.0,1.0
37627,33,1,1,33,33.0,1.0
37628,152,1,1,152,152.0,1.0
37629,524,48,38,62,10.917,0.9809
37630,59,1,1,59,59.0,1.0
37631,86,2,2,47,43.0,1.0
37632,27,1,1,27,27.0,1.0
37633,20,1,1,20,20.0,1.0
37634,52,3,3,38,17.333,1.0
37635,20,3,3,8,6.667,1.0
37636,321,18,17,54,17.833,0.9969
37637,32,1,1,32,32.0,1.0
37638,126,50,21,13,2.52,0.7698
37639,290,2,2,180,145.0,1.0
37640,203,7,5,154,29.0,0.9901
37641,59,1,1,59,59.0,1.0
37642,29,1,1,29,29.0,1.0
37643,20,1,1,20,20.0,1.0
37644,32,1,1,32,32.0,1.0
37645,33,2,2,26,16.5,1.0
37646,31,2,2,16,15.5,1.0
37647,24,1,1,24,24.0,1.0
37648,24,1,1,24,24.0,1.0
37649,26,1,1,26,26.0,1.0
37650,302,20,13,81,15.1,0.9768
37651,25,1,1,25,25.0,1.0
37652,105,2,2,97,52.5,1.0
37653,53,1,1,53,53.0,1.0
37654,72,1,1,72,72.0,1.0
37655,147,2,2,130,73.5,1.0
37656,55,1,1,55,55.0,1.0
37657,54,1,1,54,54.0,1.0
37658,321,3,3,292,107.0,1.0
37659,34,1,1,34,34.0,1.0
37660,250,6,6,81,41.667,1.0
37661,50,1,1,50,50.0,1.0
37662,92,1,1,92,92.0,1.0
37663,21,1,1,21,21.0,1.0
37664,23,2,2,21,11.5,1.0
37665,48,2,2,46,24.0,1.0
37666,57,1,1,57,57.0,1.0
37667,256,10,9,90,25.6,0.9961
37668,36,1,1,36,36.0,1.0
37669,32,1,1,32,32.0,1.0
37670,20,1,1,20,20.0,1.0
37671,39,3,3,16,13.0,1.0
37672,58,1,1,58,58.0,1.0
37673,77,1,1,77,77.0,1.0
37674,69,1,1,69,69.0,1.0
37675,84,1,1,84,84.0,1.0
37676,51,2,2,31,25.5,1.0
37677,58,2,2,53,29.0,1.0
37678,206,3,3,82,68.667,1.0
37679,133,2,1,132,66.5,0.9925
37680,300,3,3,220,100.0,1.0
37681,190,4,4,89,47.5,1.0
37682,49,1,1,49,49.0,1.0
37683,45,1,1,45,45.0,1.0
37684,30,1,1,30,30.0,1.0
37685,59,2,2,48,29.5,1.0
37686,85,2,2,82,42.5,1.0
37687,138,2,2,118,69.0,1.0
37688,76,1,1,76,76.0,1.0
37689,119,14,7,60,8.5,0.9412
37690,490,114,55,189,4.298,0.8796
37691,290,72,25,110,4.028,0.8379
37692,389,256,45,47,1.52,0.4576
37693,44,1,1,44,44.0,1.0
37694,313,5,5,192,62.6,1.0
37695,1071,32,18,416,33.469,0.9869
37696,42,2,2,34,21.0,1.0
37697,245,2,2,175,122.5,1.0
37698,79,2,1,78,39.5,0.9873
37699,147,1,1,147,147.0,1.0
37700,40,2,2,35,20.0,1.0
37701,24,1,1,24,24.0,1.0
37702,27,1,1,27,27.0,1.0
37703,74,1,1,74,74.0,1.0
37704,45,3,2,22,15.0,0.9778
37705,104,5,5,51,20.8,1.0
37706,35,1,1,35,35.0,1.0
37707,147,1,1,147,147.0,1.0
37708,181,5,4,115,36.2,0.9945
37709,83,7,6,22,11.857,0.988
37710,49,1,1,49,49.0,1.0
37711,135,12,11,51,11.25,0.9926
37712,34,1,1,34,34.0,1.0
37713,109,1,1,109,109.0,1.0
37714,92,2,2,77,46.0,1.0
37715,46,1,1,46,46.0,1.0
37716,423,31,18,159,13.645,0.9693
37717,372,5,4,356,74.4,0.9973
37718,106,1,1,106,106.0,1.0
37719,166,2,1,165,83.0,0.994
37720,28,1,1,28,28.0,1.0
37721,57,1,1,57,57.0,1.0
37722,311,6,6,132,51.833,1.0
37723,72,1,1,72,72.0,1.0
37724,120,1,1,120,120.0,1.0
37725,38,1,1,38,38.0,1.0
37726,102,6,6,33,17.0,1.0
37727,21,1,1,21,21.0,1.0
37728,31,1,1,31,31.0,1.0
37729,116,2,2,93,58.0,1.0
37730,79,1,1,79,79.0,1.0
37731,33,1,1,33,33.0,1.0
37732,91,2,2,86,45.5,1.0
37733,62,1,1,62,62.0,1.0
37734,193,4,4,94,48.25,1.0
37735,20,1,1,20,20.0,1.0
37736,64,2,2,48,32.0,1.0
37737,116,1,1,116,116.0,1.0
37738,310,3,3,292,103.333,1.0
37739,26,2,2,18,13.0,1.0
37740,449,12,9,103,37.417,0.9933
37741,72,3,3,64,24.0,1.0
37742,51,1,1,51,51.0,1.0
37743,102,1,1,102,102.0,1.0
37744,301,2,2,262,150.5,1.0
37745,172,4,2,135,43.0,0.9884
37746,36,2,1,35,18.0,0.9722
37747,34,1,1,34,34.0,1.0
37748,42,1,1,42,42.0,1.0
37749,21,1,1,21,21.0,1.0
37750,26,1,1,26,26.0,1.0
37751,43,6,4,22,7.167,0.9535
37752,43,1,1,43,43.0,1.0
37753,39,1,1,39,39.0,1.0
37754,819,149,73,79,5.497,0.9072
37755,96,5,5,41,19.2,1.0
37756,35,1,1,35,35.0,1.0
37757,55,1,1,55,55.0,1.0
37758,27,1,1,27,27.0,1.0
37759,45,1,1,45,45.0,1.0
37760,129,23,9,35,5.609,0.8915
37761,44,1,1,44,44.0,1.0
37762,191,18,10,63,10.611,0.9581
37763,114,1,1,114,114.0,1.0
37764,628,21,15,319,29.905,0.9904
37765,105,1,1,105,105.0,1.0
37766,42,2,2,25,21.0,1.0
37767,294,4,4,160,73.5,1.0
37768,39,2,2,22,19.5,1.0
37769,42,1,1,42,42.0,1.0
37770,202,1,1,202,202.0,1.0
37771,104,2,2,58,52.0,1.0
37772,303,17,13,125,17.824,0.9868
37773,24,1,1,24,24.0,1.0
37774,23,1,1,23,23.0,1.0
37775,132,1,1,132,132.0,1.0
37776,192,10,9,63,19.2,0.9948
37777,43,2,2,22,21.5,1.0
37778,37,1,1,37,37.0,1.0
37779,26,1,1,26,26.0,1.0
37780,635,62,25,221,10.242,0.9417
37781,384,6,6,137,64.0,1.0
37782,60,3,3,38,20.0,1.0
37783,20,1,1,20,20.0,1.0
37784,24,1,1,24,24.0,1.0
37785,69,1,1,69,69.0,1.0
37786,60,1,1,60,60.0,1.0
37787,53,1,1,53,53.0,1.0
37788,29,1,1,29,29.0,1.0
37789,25,1,1,25,25.0,1.0
37790,228,6,6,66,38.0,1.0
37791,28,1,1,28,28.0,1.0
37792,52,1,1,52,52.0,1.0
37793,217,8,8,92,27.125,1.0
37794,78,1,1,78,78.0,1.0
37795,51,1,1,51,51.0,1.0
37796,36,1,1,36,36.0,1.0
37797,52,3,3,22,17.333,1.0
37798,29,1,1,29,29.0,1.0
37799,200,15,10,106,13.333,0.975
37800,20,1,1,20,20.0,1.0
37801,61,1,1,61,61.0,1.0
37802,20,1,1,20,20.0,1.0
37803,34,1,1,34,34.0,1.0
37804,113,1,1,113,113.0,1.0
37805,155,5,5,75,31.0,1.0
37806,78,1,1,78,78.0,1.0
37807,68,1,1,68,68.0,1.0
37808,33,1,1,33,33.0,1.0
37809,47,1,1,47,47.0,1.0
37810,312,4,2,208,78.0,0.9936
37811,21,2,2,15,10.5,1.0
37812,85,1,1,85,85.0,1.0
37813,33,1,1,33,33.0,1.0
37814,645,17,14,434,37.941,0.9953
37815,100,1,1,100,100.0,1.0
37816,37,3,2,29,12.333,0.973
37817,40,1,1,40,40.0,1.0
37818,33,2,2,26,16.5,1.0
37819,610,96,39,83,6.354,0.9066
37820,51,1,1,51,51.0,1.0
37821,64,1,1,64,64.0,1.0
37822,84,1,1,84,84.0,1.0
37823,971,166,45,232,5.849,0.8754
37824,103,2,2,69,51.5,1.0
37825,621,1,1,621,621.0,1.0
37826,67,1,1,67,67.0,1.0
37827,108,3,3,83,36.0,1.0
37828,26,1,1,26,26.0,1.0
37829,48,2,2,36,24.0,1.0
37830,56,1,1,56,56.0,1.0
37831,45,1,1,45,45.0,1.0
37832,104,1,1,104,104.0,1.0
37833,174,3,3,136,58.0,1.0
37834,79,3,2,50,26.333,0.9873
37835,89,2,2,79,44.5,1.0
37836,227,4,3,139,56.75,0.9956
37837,408,2,2,350,204.0,1.0
37838,310,3,3,290,103.333,1.0
37839,32,1,1,32,32.0,1.0
37840,54,3,3,22,18.0,1.0
37841,32,1,1,32,32.0,1.0
37842,711,7,6,400,101.571,0.9986
37843,22,2,2,12,11.0,1.0
37844,33,1,1,33,33.0,1.0
37845,206,3,2,203,68.667,0.9951
37846,163,1,1,163,163.0,1.0
37847,33,1,1,33,33.0,1.0
37848,165,1,1,165,165.0,1.0
37849,55,1,1,55,55.0,1.0
37850,92,1,1,92,92.0,1.0
37851,417,16,11,296,26.062,0.988
37852,63,2,2,60,31.5,1.0
37853,390,9,8,155,43.333,0.9974
37854,21,1,1,21,21.0,1.0
37855,21,1,1,21,21.0,1.0
37856,84,1,1,84,84.0,1.0
37857,566,23,18,215,24.609,0.9912
37858,21,1,1,21,21.0,1.0
37859,670,18,10,210,37.222,0.9881
37860,125,1,1,125,125.0,1.0
37861,47,1,1,47,47.0,1.0
37862,35,1,1,35,35.0,1.0
37863,22,1,1,22,22.0,1.0
37864,194,1,1,194,194.0,1.0
37865,104,1,1,104,104.0,1.0
37866,53,6,5,35,8.833,0.9811
37867,599,10,8,218,59.9,0.9967
37868,90,1,1,90,90.0,1.0
37869,119,3,3,107,39.667,1.0
37870,124,1,1,124,124.0,1.0
37871,23,1,1,23,23.0,1.0
37872,95,1,1,95,95.0,1.0
37873,23,1,1,23,23.0,1.0
37874,69,1,1,69,69.0,1.0
37875,33,2,2,28,16.5,1.0
37876,20,1,1,20,20.0,1.0
37877,37,1,1,37,37.0,1.0
37878,27,1,1,27,27.0,1.0
37879,414,13,10,165,31.846,0.9928
37880,99,1,1,99,99.0,1.0
37881,21,2,2,15,10.5,1.0
37882,199,2,2,183,99.5,1.0
37883,89,35,10,28,2.543,0.7191
37884,21,1,1,21,21.0,1.0
37885,149,1,1,149,149.0,1.0
37886,26,1,1,26,26.0,1.0
37887,137,1,1,137,137.0,1.0
37888,247,30,21,80,8.233,0.9636
37889,59,3,3,40,19.667,1.0
37890,1115,153,88,96,7.288,0.9417
37891,106,1,1,106,106.0,1.0
37892,80,1,1,80,80.0,1.0
37893,59,1,1,59,59.0,1.0
37894,98,1,1,98,98.0,1.0
37895,125,10,9,71,12.5,0.992
37896,87,1,1,87,87.0,1.0
37897,980,49,30,118,20.0,0.9806
37898,37,4,3,15,9.25,0.973
37899,454,29,23,120,15.655,0.9868
37900,21,1,1,21,21.0,1.0
37901,29,2,1,28,14.5,0.9655
37902,29,2,2,24,14.5,1.0
37903,31,1,1,31,31.0,1.0
37904,46,1,1,46,46.0,1.0
37905,30,1,1,30,30.0,1.0
37906,148,1,1,148,148.0,1.0
37907,104,1,1,104,104.0,1.0
37908,91,2,2,60,45.5,1.0
37909,36,1,1,36,36.0,1.0
37910,108,1,1,108,108.0,1.0
37911,386,5,5,279,77.2,1.0
37912,74,1,1,74,74.0,1.0
37913,85,9,6,41,9.444,0.9647
37914,980,38,33,168,25.789,0.9949
37915,78,2,2,60,39.0,1.0
37916,30,1,1,30,30.0,1.0
37917,234,10,6,160,23.4,0.9829
37918,248,33,20,120,7.515,0.9476
37919,45,3,2,40,15.0,0.9778
37920,99,1,1,99,99.0,1.0
37921,28,2,2,20,14.0,1.0
37922,42,1,1,42,42.0,1.0
37923,35,1,1,35,35.0,1.0
37924,43,1,1,43,43.0,1.0
37925,1415,35,22,537,40.429,0.9908
37926,25,1,1,25,25.0,1.0
37927,68,1,1,68,68.0,1.0
37928,88,4,3,45,22.0,0.9886
37929,50,6,5,28,8.333,0.98
37930,101,2,2,58,50.5,1.0
37931,36,1,1,36,36.0,1.0
37932,101,2,2,71,50.5,1.0
37933,25,1,1,25,25.0,1.0
37934,36,3,3,30,12.0,1.0
37935,198,1,1,198,198.0,1.0
37936,63,9,7,29,7.0,0.9683
37937,67,1,1,67,67.0,1.0
37938,30,1,1,30,30.0,1.0
37939,160,2,2,81,80.0,1.0
37940,23,1,1,23,23.0,1.0
37941,103,5,4,58,20.6,0.9903
37942,155,1,1,155,155.0,1.0
37943,20,1,1,20,20.0,1.0
37944,35,1,1,35,35.0,1.0
37945,357,4,3,332,89.25,0.9972
37946,165,14,9,52,11.786,0.9697
37947,331,29,13,159,11.414,0.9517
37948,253,6,6,85,42.167,1.0
37949,36,1,1,36,36.0,1.0
37950,49,2,2,44,24.5,1.0
37951,24,1,1,24,24.0,1.0
37952,46,1,1,46,46.0,1.0
37953,56,2,2,35,28.0,1.0
37954,36,3,2,23,12.0,0.9722
37955,22,1,1,22,22.0,1.0
37956,545,1,1,545,545.0,1.0
37957,27,1,1,27,27.0,1.0
37958,27,1,1,27,27.0,1.0
37959,20,1,1,20,20.0,1.0
37960,91,4,4,47,22.75,1.0
37961,35,1,1,35,35.0,1.0
37962,591,76,47,206,7.776,0.9509
37963,60,3,3,46,20.0,1.0
37964,51,1,1,51,51.0,1.0
37965,42,1,1,42,42.0,1.0
37966,56,1,1,56,56.0,1.0
37967,84,1,1,84,84.0,1.0
37968,56,1,1,56,56.0,1.0
37969,202,2,2,175,101.0,1.0
37970,75,2,2,71,37.5,1.0
37971,22,1,1,22,22.0,1.0
37972,27,1,1,27,27.0,1.0
37973,111,4,4,64,27.75,1.0
37974,45,1,1,45,45.0,1.0
37975,41,2,2,35,20.5,1.0
37976,72,1,1,72,72.0,1.0
37977,30,1,1,30,30.0,1.0
37978,179,30,18,32,5.967,0.933
37979,36,1,1,36,36.0,1.0
37980,73,2,2,66,36.5,1.0
37981,28,3,3,23,9.333,1.0
37982,95,1,1,95,95.0,1.0
37983,36,1,1,36,36.0,1.0
37984,161,1,1,161,161.0,1.0
37985,334,1,1,334,334.0,1.0
37986,65,2,2,38,32.5,1.0
37987,49,1,1,49,49.0,1.0
37988,279,1,1,279,279.0,1.0
37989,69,1,1,69,69.0,1.0
37990,168,5,4,155,33.6,0.994
37991,643,10,10,148,64.3,1.0
37992,29,1,1,29,29.0,1.0
37993,101,2,1,100,50.5,0.9901
37994,22,1,1,22,22.0,1.0
37995,100,2,2,94,50.0,1.0
37996,50,2,2,42,25.0,1.0
37997,180,14,11,73,12.857,0.9833
37998,83,1,1,83,83.0,1.0
37999,741,30,21,296,24.7,0.9879
38000,39,2,2,33,19.5,1.0
38001,229,1,1,229,229.0,1.0
38002,90,1,1,90,90.0,1.0
38003,87,2,2,69,43.5,1.0
38004,46,2,1,45,23.0,0.9783
38005,25,1,1,25,25.0,1.0
38006,34,1,1,34,34.0,1.0
38007,59,2,2,50,29.5,1.0
38008,50,1,1,50,50.0,1.0
38009,21,3,3,12,7.0,1.0
38010,134,2,2,105,67.0,1.0
38011,24,1,1,24,24.0,1.0
38012,41,1,1,41,41.0,1.0
38013,26,1,1,26,26.0,1.0
38014,68,1,1,68,68.0,1.0
38015,20,1,1,20,20.0,1.0
38016,54,1,1,54,54.0,1.0
38017,70,1,1,70,70.0,1.0
38018,34,3,3,15,11.333,1.0
38019,50,4,3,26,12.5,0.98
38020,518,102,51,64,5.078,0.9015
38021,20,1,1,20,20.0,1.0
38022,24,1,1,24,24.0,1.0
38023,137,7,7,66,19.571,1.0
38024,74,1,1,74,74.0,1.0
38025,358,1,1,358,358.0,1.0
38026,31,1,1,31,31.0,1.0
38027,127,10,8,73,12.7,0.9843
38028,101,1,1,101,101.0,1.0
38029,37,4,3,21,9.25,0.973
38030,26,1,1,26,26.0,1.0
38031,339,2,2,302,169.5,1.0
38032,35,2,2,20,17.5,1.0
38033,85,2,2,43,42.5,1.0
38034,35,1,1,35,35.0,1.0
38035,74,1,1,74,74.0,1.0
38036,582,2,2,472,291.0,1.0
38037,37,1,1,37,37.0,1.0
38038,33,1,1,33,33.0,1.0
38039,20,2,2,16,10.0,1.0
38040,143,5,5,121,28.6,1.0
38041,218,1,1,218,218.0,1.0
38042,166,1,1,166,166.0,1.0
38043,20,1,1,20,20.0,1.0
38044,294,10,5,247,29.4,0.983
38045,25,1,1,25,25.0,1.0
38046,61,1,1,61,61.0,1.0
38047,35,2,2,33,17.5,1.0
38048,55,1,1,55,55.0,1.0
38049,113,3,3,68,37.667,1.0
38050,305,23,20,69,13.261,0.9902
38051,54,2,2,52,27.0,1.0
38052,28,1,1,28,28.0,1.0
38053,58,1,1,58,58.0,1.0
38054,211,2,2,110,105.5,1.0
38055,28,1,1,28,28.0,1.0
38056,35,1,1,35,35.0,1.0
38057,22,1,1,22,22.0,1.0
38058,21,1,1,21,21.0,1.0
38059,298,12,6,184,24.833,0.9799
38060,23,2,2,20,11.5,1.0
38061,199,4,4,165,49.75,1.0
38062,30,1,1,30,30.0,1.0
38063,29,1,1,29,29.0,1.0
38064,25,1,1,25,25.0,1.0
38065,230,1,1,230,230.0,1.0
38066,143,2,2,119,71.5,1.0
38067,222,9,6,130,24.667,0.9865
38068,78,2,2,54,39.0,1.0
38069,567,14,13,295,40.5,0.9982
38070,351,129,55,22,2.721,0.7892
38071,71,1,1,71,71.0,1.0
38072,37,1,1,37,37.0,1.0
38073,240,1,1,240,240.0,1.0
38074,212,2,2,109,106.0,1.0
38075,185,2,2,122,92.5,1.0
38076,21,1,1,21,21.0,1.0
38077,136,1,1,136,136.0,1.0
38078,171,2,2,154,85.5,1.0
38079,21,2,2,16,10.5,1.0
38080,57,2,2,46,28.5,1.0
38081,342,7,5,240,48.857,0.9942
38082,959,444,132,116,2.16,0.6747
38083,157,3,3,140,52.333,1.0
38084,359,1,1,359,359.0,1.0
38085,21,1,1,21,21.0,1.0
38086,88,1,1,88,88.0,1.0
38087,46,1,1,46,46.0,1.0
38088,37,2,2,26,18.5,1.0
38089,189,2,2,119,94.5,1.0
38090,28,3,3,13,9.333,1.0
38091,22,5,2,14,4.4,0.8636
38092,75,7,4,48,10.714,0.96
38093,41,1,1,41,41.0,1.0
38094,211,1,1,211,211.0,1.0
38095,76,3,3,62,25.333,1.0
38096,134,2,2,78,67.0,1.0
38097,23,1,1,23,23.0,1.0
38098,200,7,7,62,28.571,1.0
38099,22,1,1,22,22.0,1.0
38100,291,2,2,235,145.5,1.0
38101,120,2,2,114,60.0,1.0
38102,155,6,6,109,25.833,1.0
38103,65,1,1,65,65.0,1.0
38104,204,2,2,135,102.0,1.0
38105,81,2,2,66,40.5,1.0
38106,22,1,1,22,22.0,1.0
38107,218,19,15,93,11.474,0.9817
38108,277,8,7,97,34.625,0.9964
38109,28,2,2,15,14.0,1.0
38110,129,2,2,93,64.5,1.0
38111,23,1,1,23,23.0,1.0
38112,22,1,1,22,22.0,1.0
38113,26,1,1,26,26.0,1.0
38114,47,1,1,47,47.0,1.0
38115,22,3,3,18,7.333,1.0
38116,91,1,1,91,91.0,1.0
38117,130,2,2,102,65.0,1.0
38118,151,8,3,73,18.875,0.9669
38119,769,93,43,252,8.269,0.935
38120,42,1,1,42,42.0,1.0
38121,20,1,1,20,20.0,1.0
38122,26,1,1,26,26.0,1.0
38123,92,1,1,92,92.0,1.0
38124,31,1,1,31,31.0,1.0
38125,98,5,2,91,19.6,0.9694
38126,45,6,4,33,7.5,0.9556
38127,267,99,49,18,2.697,0.8127
38128,64,2,2,60,32.0,1.0
38129,48,1,1,48,48.0,1.0
38130,45,3,3,22,15.0,1.0
38131,38,3,3,21,12.667,1.0
38132,31,1,1,31,31.0,1.0
38133,73,1,1,73,73.0,1.0
38134,71,1,1,71,71.0,1.0
38135,81,2,2,61,40.5,1.0
38136,22,1,1,22,22.0,1.0
38137,61,3,3,40,20.333,1.0
38138,20,1,1,20,20.0,1.0
38139,375,2,2,363,187.5,1.0
38140,38,1,1,38,38.0,1.0
38141,278,53,38,79,5.245,0.946
38142,40,2,2,37,20.0,1.0
38143,33,1,1,33,33.0,1.0
38144,189,2,2,165,94.5,1.0
38145,35,1,1,35,35.0,1.0
38146,143,5,4,49,28.6,0.993
38147,23,1,1,23,23.0,1.0
38148,549,1,1,549,549.0,1.0
38149,251,1,1,251,251.0,1.0
38150,97,2,2,83,48.5,1.0
38151,63,1,1,63,63.0,1.0
38152,386,1,1,386,386.0,1.0
38153,20,1,1,20,20.0,1.0
38154,27,1,1,27,27.0,1.0
38155,20,1,1,20,20.0,1.0
38156,1183,23,20,712,51.435,0.9975
38157,377,2,2,208,188.5,1.0
38158,70,1,1,70,70.0,1.0
38159,604,30,23,102,20.133,0.9884
38160,1613,117,76,226,13.786,0.9746
38161,102,1,1,102,102.0,1.0
38162,24,1,1,24,24.0,1.0
38163,50,1,1,50,50.0,1.0
38164,58,1,1,58,58.0,1.0
38165,107,9,7,69,11.889,0.9813
38166,25,1,1,25,25.0,1.0
38167,60,1,1,60,60.0,1.0
38168,68,1,1,68,68.0,1.0
38169,63,1,1,63,63.0,1.0
38170,186,3,3,155,62.0,1.0
38171,239,10,9,142,23.9,0.9958
38172,232,1,1,232,232.0,1.0
38173,28,1,1,28,28.0,1.0
38174,204,34,19,95,6.0,0.9265
38175,25,1,1,25,25.0,1.0
38176,91,5,4,48,18.2,0.989
38177,44,3,3,36,14.667,1.0
38178,27,1,1,27,27.0,1.0
38179,338,1,1,338,338.0,1.0
38180,60,3,3,41,20.0,1.0
38181,26,1,1,26,26.0,1.0
38182,89,1,1,89,89.0,1.0
38183,33,2,2,24,16.5,1.0
38184,997,180,69,145,5.539,0.8887
38185,41,2,2,30,20.5,1.0
38186,72,1,1,72,72.0,1.0
38187,99,19,8,44,5.211,0.8889
38188,72,5,5,28,14.4,1.0
38189,33,2,2,17,16.5,1.0
38190,159,1,1,159,159.0,1.0
